neighbourhood.group,id,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
Manhattan,19599486,525,105,2,26,2.29,4,4,61
Queens,19600039,503,101,1,1,0.09,4,2,0
Manhattan,19600591,1053,211,2,2,0.18,3,1,0
Manhattan,19601143,798,160,7,3,0.29,3,47,348
Manhattan,19601695,1105,221,7,7,0.66,3,47,329
Queens,19602248,718,144,2,22,1.83,5,7,58
Queens,19602800,1182,236,1,11,0.93,2,1,346
Brooklyn,19603352,1003,201,4,2,0.19,2,1,0
Brooklyn,19604457,240,48,2,70,5.79,4,2,30
Manhattan,19605009,1124,225,1,38,3.27,3,2,101
Brooklyn,19606114,1125,225,2,4,0.35,4,1,0
Brooklyn,19606666,493,99,2,10,0.97,2,1,15
Manhattan,19607218,652,130,2,25,2.06,4,1,6
Queens,19607771,1083,217,30,1,0.23,2,103,0
Queens,19608323,454,91,2,22,1.92,2,1,16
Brooklyn,19608875,714,143,30,30,2.71,3,2,361
Brooklyn,19609428,638,128,1,4,0.34,4,1,0
Brooklyn,19609980,78,16,3,13,1.09,2,1,9
Manhattan,19610532,156,31,5,36,3.06,4,1,136
Manhattan,19611085,69,14,30,9,0.82,3,1,4
Brooklyn,19611637,124,25,1,57,4.76,3,1,48
Brooklyn,19612189,689,138,1,34,3.07,3,5,133
Brooklyn,19612741,428,86,2,8,0.68,4,1,84
Queens,19613294,232,46,1,4,0.35,3,2,160
Brooklyn,19613846,621,124,2,37,3.27,3,1,54
Brooklyn,19614398,129,26,1,1,0.12,3,5,174
Manhattan,19614951,201,40,2,1,0.16,2,1,3
Queens,19615503,476,95,3,16,1.42,5,1,40
Manhattan,19616608,577,115,2,7,0.79,2,1,89
Manhattan,19617160,1147,229,30,3,0.3,2,11,113
Brooklyn,19617712,1037,207,2,26,2.22,5,1,323
Manhattan,19618264,750,150,7,2,0.18,4,1,0
Brooklyn,19618817,453,91,3,6,0.52,3,1,0
Queens,19619369,208,42,1,55,4.98,3,3,136
Manhattan,19621026,1052,210,4,4,0.35,3,1,2
Brooklyn,19621578,542,108,2,40,3.32,3,1,0
Brooklyn,19622131,890,178,1,20,1.9,4,6,285
Manhattan,19622683,977,195,2,42,4.92,4,1,13
Queens,19623235,472,94,1,40,3.46,2,1,15
Brooklyn,19623787,86,17,1,8,0.73,2,1,1
Brooklyn,19624340,344,69,4,14,1.16,2,1,0
Brooklyn,19624892,253,51,1,33,2.78,4,17,85
Brooklyn,19625444,326,65,2,32,2.66,2,17,85
Brooklyn,19625997,982,196,2,21,2.1,4,2,73
Brooklyn,19626549,242,48,2,28,2.3,4,1,334
Queens,19627101,1173,235,2,12,1.02,2,4,332
Brooklyn,19627654,1145,229,2,7,0.58,5,1,0
Brooklyn,19628206,284,57,3,10,0.93,3,34,332
Manhattan,19628758,1188,238,1,11,1.51,2,5,312
Brooklyn,19629310,658,132,1,18,1.53,4,34,365
Brooklyn,19629863,950,190,30,35,3.04,2,3,348
Brooklyn,19630415,414,83,2,44,4.43,2,1,73
Brooklyn,19630967,623,125,2,53,5.26,3,2,13
Brooklyn,19631520,258,52,1,27,5.66,4,2,62
Brooklyn,19632072,435,87,20,9,0.78,2,4,154
Manhattan,19632624,1119,224,1,1,0.25,4,5,365
Brooklyn,19633177,94,19,1,16,1.34,5,34,346
Brooklyn,19633729,92,18,3,14,1.24,2,34,361
Brooklyn,19634281,697,139,4,18,1.57,4,1,52
Brooklyn,19634833,521,104,12,1,0.16,4,2,0
Brooklyn,19635386,1108,222,30,1,0.27,2,8,217
Manhattan,19635938,128,26,1,35,3.11,3,3,331
Manhattan,19637043,661,132,3,26,2.14,4,1,67
Brooklyn,19637595,587,117,2,32,2.72,3,6,251
Brooklyn,19638147,227,45,14,2,0.19,3,1,0
Brooklyn,19638700,603,121,4,32,2.75,5,1,107
Queens,19639252,156,31,1,104,8.64,3,4,351
Manhattan,19639804,214,43,2,15,1.48,2,1,179
Brooklyn,19640356,383,77,2,2,0.19,2,1,0
Brooklyn,19640909,228,46,2,7,0.59,3,2,19
Brooklyn,19641461,157,31,2,75,6.2,3,2,15
Brooklyn,19642013,327,65,30,32,3.06,3,1,60
Brooklyn,19642566,213,43,2,8,0.68,2,1,86
Brooklyn,19643118,92,18,2,4,0.37,2,1,0
Queens,19643670,75,15,2,1,0.09,3,1,0
Manhattan,19644223,364,73,1,13,1.13,2,2,351
Queens,19645327,1003,201,2,46,3.84,5,2,121
Brooklyn,19645879,119,24,1,35,2.92,2,17,78
Brooklyn,19646432,1120,224,25,4,0.37,2,1,0
Brooklyn,19646984,215,43,4,11,0.99,4,1,5
Manhattan,19647536,502,100,3,28,2.43,4,1,43
Queens,19648089,1107,221,2,8,0.81,3,3,50
Brooklyn,19648641,824,165,1,3,0.25,3,2,250
Queens,19649193,600,120,1,26,2.34,2,5,46
Queens,19649746,690,138,1,25,2.12,3,5,46
Queens,19650298,462,92,1,52,4.32,5,5,15
Brooklyn,19650850,430,86,2,64,5.35,4,2,26
Manhattan,19651402,327,65,3,12,1.01,4,1,37
Queens,19651955,310,62,1,27,2.4,4,9,309
Brooklyn,19652507,966,193,1,51,4.47,2,1,2
Queens,19653059,977,195,1,25,2.23,3,9,336
Bronx,19653612,976,195,1,6,0.53,4,1,191
Brooklyn,19654164,325,65,3,16,1.4,2,1,139
Manhattan,19654716,544,109,1,4,0.38,3,1,0
Brooklyn,19655269,1096,219,7,3,0.43,4,1,230
Manhattan,19655821,1075,215,1,1,0.09,3,1,90
Manhattan,19656925,998,200,1,2,0.17,3,8,0
Queens,19657478,508,102,3,3,0.25,4,1,41
Manhattan,19658030,913,183,2,26,2.23,5,1,118
Manhattan,19658582,344,69,1,1,0.2,4,8,0
Brooklyn,19659135,152,30,5,2,0.19,3,1,13
Brooklyn,19659687,952,190,30,15,1.42,2,3,328
Brooklyn,19660239,954,191,1,17,1.63,2,1,106
Manhattan,19660792,594,119,4,37,3.22,2,1,78
Manhattan,19661344,613,123,1,73,6.48,4,12,187
Manhattan,19661896,967,193,1,54,4.84,5,12,251
Manhattan,19662448,893,179,1,59,5.25,3,12,194
Manhattan,19663001,941,188,1,67,5.98,5,12,241
Manhattan,19663553,1057,211,3,6,0.57,3,1,0
Bronx,19664105,198,40,1,32,2.74,5,1,32
Brooklyn,19664658,392,78,4,10,0.87,4,1,5
Brooklyn,19665210,197,39,1,15,1.81,4,2,13
Manhattan,19665762,1080,216,2,9,0.76,3,1,0
Brooklyn,19666315,451,90,2,4,0.42,5,1,0
Brooklyn,19666867,442,88,3,19,1.61,5,1,85
Manhattan,19667419,714,143,2,9,0.82,5,3,0
Brooklyn,19667971,1192,238,9,5,0.42,2,1,59
Manhattan,19668524,577,115,2,6,2.12,2,1,5
Queens,19669076,1013,203,1,47,3.96,3,1,348
Brooklyn,19669628,725,145,2,7,0.59,5,1,7
Brooklyn,19670181,814,163,20,11,0.92,4,4,244
Brooklyn,19670733,582,116,2,10,0.83,2,1,3
Brooklyn,19671285,980,196,2,6,0.53,3,5,224
Brooklyn,19671838,581,116,3,49,4.18,3,1,71
Brooklyn,19672390,410,82,2,10,0.85,2,5,186
Brooklyn,19672942,1139,228,2,10,0.92,4,5,232
Brooklyn,19673494,354,71,3,17,1.42,5,1,6
Brooklyn,19674047,717,143,5,1,0.12,4,1,249
Brooklyn,19674599,415,83,2,12,1.02,4,5,262
Brooklyn,19675151,97,19,2,16,1.35,4,5,222
Brooklyn,19675704,190,38,3,5,0.43,2,1,0
Brooklyn,19676256,655,131,30,29,2.51,3,2,362
Brooklyn,19676808,1159,232,3,4,0.33,2,7,109
Brooklyn,19677913,481,96,30,31,2.7,5,3,365
Brooklyn,19678465,155,31,30,27,2.38,4,3,347
Manhattan,19679017,1176,235,2,19,1.58,2,2,32
Brooklyn,19679570,1026,205,20,9,0.75,2,4,318
Manhattan,19680122,161,32,2,14,1.21,5,1,293
Queens,19680674,208,42,1,7,0.6,3,1,0
Brooklyn,19681227,982,196,5,3,0.44,4,4,167
Brooklyn,19681779,160,32,30,32,2.86,5,3,365
Brooklyn,19682331,951,190,4,5,1.5,5,1,0
Brooklyn,19682884,1154,231,30,25,2.08,5,3,0
Brooklyn,19683436,1092,218,30,35,3.06,5,3,365
Brooklyn,19683988,543,109,30,28,2.37,2,3,320
Brooklyn,19684540,669,134,30,18,1.54,4,3,354
Manhattan,19685093,1079,216,3,15,1.3,4,47,238
Brooklyn,19686197,374,75,7,11,1.04,4,2,219
Brooklyn,19686750,730,146,3,2,0.32,4,3,0
Manhattan,19687302,1058,212,3,8,0.69,3,1,125
Brooklyn,19687854,220,44,6,6,0.5,5,3,11
Brooklyn,19688407,55,11,2,20,1.83,3,1,0
Manhattan,19688959,735,147,5,11,0.91,2,1,0
Brooklyn,19690063,952,190,3,9,0.78,3,1,85
Manhattan,19690616,234,47,1,1,0.28,2,8,0
Manhattan,19691168,669,134,7,17,1.63,4,1,227
Manhattan,19691720,575,115,9,4,0.65,4,1,0
Queens,19692273,1100,220,3,44,3.75,4,1,37
Manhattan,19693930,509,102,1,5,0.46,5,1,23
Manhattan,19694482,1024,205,1,39,3.35,4,1,5
Manhattan,19695034,301,60,2,2,0.17,2,1,4
Bronx,19696691,387,77,3,32,2.79,3,1,42
Brooklyn,19697796,418,84,3,3,0.26,4,1,69
Manhattan,19698900,943,189,2,12,1.07,5,1,5
Manhattan,19699453,724,145,2,22,1.94,4,1,0
Manhattan,19700005,647,129,1,52,4.37,2,6,40
Brooklyn,19700557,992,198,21,1,0.44,2,1,36
Queens,19701109,524,105,37,1,0.15,4,37,39
Manhattan,19701662,292,58,30,3,0.33,3,20,346
Brooklyn,19702214,974,195,7,2,0.71,4,1,0
Manhattan,19702766,885,177,3,10,0.85,5,1,0
Queens,19703319,1053,211,2,13,1.74,5,1,333
Manhattan,19703871,959,192,2,4,0.42,3,4,365
Queens,19704423,625,125,2,35,2.97,3,1,125
Queens,19704976,277,55,1,74,6.2,3,4,56
Manhattan,19705528,1174,235,3,2,2,3,2,142
Queens,19706080,1016,203,1,23,2,3,2,144
Brooklyn,19706632,317,63,2,26,2.21,4,2,267
Brooklyn,19707185,499,100,2,59,5.65,5,1,13
Brooklyn,19707737,623,125,1,26,2.27,3,1,131
Brooklyn,19708289,156,31,30,4,0.43,2,1,4
Manhattan,19709394,1140,228,1,59,5.55,2,1,262
Manhattan,19709946,937,187,5,2,0.19,2,1,0
Manhattan,19711051,393,79,30,2,0.26,4,96,311
Brooklyn,19711603,485,97,3,32,3.58,2,2,141
Brooklyn,19712155,418,84,5,1,0.09,2,1,0
Brooklyn,19712708,690,138,6,6,0.52,5,1,1
Brooklyn,19713260,331,66,6,1,0.09,4,1,0
Brooklyn,19713812,1190,238,2,31,2.59,2,1,99
Brooklyn,19714365,502,100,1,33,2.75,3,5,113
Brooklyn,19714917,889,178,1,35,2.92,2,3,0
Manhattan,19715469,1151,230,4,20,1.82,2,3,283
Brooklyn,19716022,686,137,20,3,0.28,2,1,127
Manhattan,19716574,874,175,2,52,4.62,5,1,141
Manhattan,19717678,262,52,10,2,0.17,5,2,0
Brooklyn,19718231,105,21,30,22,1.89,4,3,365
Brooklyn,19718783,743,149,2,10,0.86,3,1,0
Manhattan,19719335,113,23,2,55,4.78,5,1,12
Brooklyn,19719888,299,60,2,48,4.02,3,1,169
Queens,19720440,230,46,4,19,3,2,1,31
Manhattan,19721545,403,81,2,48,4.17,3,1,0
Brooklyn,19722097,1123,225,5,25,2.14,4,3,43
Queens,19722649,738,148,1,3,0.29,5,2,317
Queens,19723201,918,184,1,49,4.31,4,4,72
Brooklyn,19723754,845,169,3,20,3.14,2,2,258
Queens,19724306,252,50,1,43,3.58,4,4,81
Brooklyn,19724858,826,165,1,37,3.1,5,3,0
Brooklyn,19725411,1200,240,30,21,2.05,4,3,365
Brooklyn,19725963,301,60,14,11,2.2,4,1,55
Brooklyn,19726515,937,187,30,1,0.1,2,1,0
Brooklyn,19727068,1173,235,7,3,0.25,3,1,0
Brooklyn,19727620,98,20,2,18,1.56,5,1,61
Brooklyn,19728172,459,92,30,22,1.83,4,6,318
Brooklyn,19728724,1135,227,30,14,1.26,4,6,365
Manhattan,19729277,345,69,1,14,1.35,5,1,310
Manhattan,19729829,312,62,3,1,0.09,2,1,0
Brooklyn,19730381,1062,212,2,30,2.51,2,1,327
Queens,19730934,502,100,1,4,1.74,3,1,330
Brooklyn,19731486,1007,201,2,3,0.36,2,1,0
Brooklyn,19732038,257,51,3,3,0.33,5,1,0
Queens,19732591,1117,223,15,3,0.29,4,1,148
Brooklyn,19733143,140,28,2,24,2.17,4,1,55
Queens,19733695,314,63,6,19,1.88,2,2,7
Brooklyn,19734247,819,164,30,22,2.03,5,3,365
Bronx,19734800,1149,230,5,6,0.52,4,1,188
Brooklyn,19735352,1068,214,5,22,1.93,2,3,60
Brooklyn,19735904,979,196,1,14,1.24,2,1,22
Manhattan,19736457,662,132,2,3,0.26,5,1,0
Brooklyn,19737561,196,39,2,52,4.38,4,2,18
Manhattan,19738114,447,89,2,8,0.68,4,1,0
Brooklyn,19738666,145,29,2,50,4.21,4,2,322
Brooklyn,19739218,972,194,2,43,3.65,5,2,363
Brooklyn,19740875,916,183,9,5,0.52,5,2,55
Manhattan,19741427,1173,235,5,10,0.87,2,1,4
Brooklyn,19741980,354,71,1,6,2.22,5,6,180
Manhattan,19742532,833,167,60,1,0.2,3,1,0
Queens,19743084,446,89,1,61,5.2,2,4,88
Manhattan,19743637,548,110,3,4,0.37,4,1,0
Manhattan,19744189,282,56,4,22,2.03,3,1,65
Brooklyn,19744741,375,75,4,15,1.27,5,1,174
Brooklyn,19745293,407,81,3,28,2.58,2,2,57
Queens,19745846,128,26,1,15,1.33,2,1,345
Brooklyn,19746398,911,182,1,53,4.91,5,1,84
Brooklyn,19746950,741,148,4,5,0.42,5,1,0
Queens,19747503,534,107,2,40,3.53,4,2,104
Manhattan,19748055,1058,212,30,3,0.46,3,103,189
Manhattan,19748607,633,127,1,137,12.05,5,1,36
Brooklyn,19749160,344,69,4,10,0.85,2,1,0
Manhattan,19749712,116,23,1,33,2.79,2,7,225
Brooklyn,19750264,581,116,30,43,3.72,2,2,365
Brooklyn,19750816,157,31,30,37,3.14,5,2,361
Brooklyn,19751369,182,36,30,33,3.15,2,2,365
Brooklyn,19751921,695,139,30,35,2.97,3,2,365
Manhattan,19752473,623,125,3,6,0.94,5,1,0
Manhattan,19753026,750,150,2,23,2.09,5,1,104
Staten Island,19753578,732,146,2,52,4.6,4,1,96
Brooklyn,19754130,193,39,7,3,0.28,2,1,33
Brooklyn,19754683,735,147,3,2,0.17,4,1,0
Brooklyn,19755787,332,66,5,2,0.18,5,1,0
Bronx,19756339,549,110,1,43,3.66,4,1,205
Brooklyn,19756892,870,174,3,7,0.71,2,1,17
Manhattan,19757444,1000,200,2,22,3.11,3,1,168
Brooklyn,19757996,1040,208,2,4,0.36,2,1,0
Brooklyn,19758549,133,27,2,19,1.67,3,1,0
Manhattan,19759101,119,24,30,2,0.32,5,47,347
Brooklyn,19759653,766,153,2,12,1.01,4,2,0
Manhattan,19760206,1091,218,5,4,0.39,3,1,32
Manhattan,19760758,729,146,4,6,1.7,4,1,0
Manhattan,19761310,781,156,7,4,0.49,4,47,336
Manhattan,19761862,87,17,1,30,2.59,4,1,66
Brooklyn,19762415,469,94,5,2,0.19,5,1,19
Queens,19762967,526,105,3,7,0.61,5,2,0
Queens,19763519,471,94,2,21,1.77,5,2,65
Queens,19764072,725,145,3,48,4.15,2,1,209
Manhattan,19765176,646,129,2,8,1.02,3,1,1
Queens,19765729,639,128,30,3,0.29,3,37,32
Queens,19766281,1069,214,30,3,0.29,2,15,0
Queens,19766833,769,154,2,21,2.04,5,1,51
Queens,19767385,603,121,1,33,2.86,5,1,171
Manhattan,19767938,701,140,5,3,0.28,4,1,1
Brooklyn,19768490,975,195,2,6,0.53,5,1,0
Manhattan,19769042,307,61,4,4,0.38,4,1,188
Brooklyn,19769595,1149,230,1,26,2.29,2,8,0
Brooklyn,19770147,940,188,3,29,2.6,5,2,44
Queens,19770699,420,84,2,32,2.86,5,2,236
Brooklyn,19771252,307,61,2,11,0.93,3,1,0
Manhattan,19771804,1086,217,2,13,5.13,3,1,1
Manhattan,19772356,899,180,3,15,1.34,4,1,280
Manhattan,19772908,695,139,2,34,3.11,3,1,12
Brooklyn,19773461,149,30,2,2,0.19,5,4,337
Brooklyn,19774013,453,91,4,20,2.49,2,2,146
Brooklyn,19774565,156,31,2,2,0.19,4,4,338
Manhattan,19775118,914,183,3,8,0.79,4,1,79
Manhattan,19776222,912,182,1,26,6.19,4,3,37
Brooklyn,19776775,863,173,1,25,2.17,5,2,64
Brooklyn,19777327,526,105,3,35,3.01,5,2,30
Manhattan,19777879,423,85,3,28,3.31,5,1,158
Brooklyn,19778984,651,130,30,1,0.11,2,10,365
Manhattan,19779536,512,102,2,41,3.54,3,4,316
Brooklyn,19780641,888,178,2,23,2.08,5,5,361
Brooklyn,19781193,87,17,2,24,2.14,3,5,365
Brooklyn,19781745,414,83,2,32,2.8,3,2,348
Brooklyn,19782298,404,81,2,33,2.88,3,2,359
Manhattan,19782850,334,67,2,12,1.01,3,1,14
Manhattan,19783402,688,138,14,1,0.09,5,1,88
Queens,19783954,592,118,1,22,1.89,2,3,0
Brooklyn,19784507,352,70,3,28,2.41,2,1,19
Manhattan,19785059,491,98,2,14,1.36,3,1,0
Manhattan,19786164,183,37,1,18,1.53,2,1,34
Manhattan,19786716,1086,217,3,4,0.4,5,2,0
Brooklyn,19787268,123,25,3,1,0.09,3,1,0
Manhattan,19787821,150,30,1,34,3.01,2,1,20
Brooklyn,19788925,867,173,2,14,1.22,4,1,0
Brooklyn,19789477,860,172,30,2,0.32,2,6,304
Queens,19790582,1154,231,2,9,0.78,3,1,0
Manhattan,19791134,399,80,1,55,4.81,4,1,79
Brooklyn,19792239,943,189,1,9,1.13,5,2,0
Manhattan,19792791,560,112,30,1,0.1,3,10,205
Manhattan,19793344,379,76,2,5,0.44,3,1,13
Queens,19793896,703,141,1,5,0.43,4,1,0
Queens,19794448,399,80,3,12,1.02,5,1,5
Manhattan,19795553,482,96,4,20,1.69,4,1,10
Brooklyn,19796105,1114,223,2,7,1.02,4,1,75
Brooklyn,19796657,391,78,2,6,0.58,3,1,12
Manhattan,19797210,479,96,2,3,0.26,2,1,0
Brooklyn,19797762,675,135,13,3,0.26,5,1,88
Bronx,19798314,595,119,2,3,0.27,5,1,27
Brooklyn,19798867,1151,230,21,6,0.51,5,1,38
Queens,19799419,1150,230,1,15,1.34,3,1,361
Brooklyn,19799971,529,106,1,12,1.2,5,1,364
Brooklyn,19800523,832,166,2,6,0.53,2,1,0
Queens,19801076,848,170,2,2,0.18,3,1,0
Manhattan,19801628,526,105,2,5,0.48,2,1,16
Manhattan,19802180,1137,227,1,50,4.21,5,7,225
Brooklyn,19803285,284,57,30,1,0.09,4,2,311
Brooklyn,19803837,1179,236,3,12,1.01,2,1,19
Brooklyn,19804390,542,108,30,1,0.1,3,2,333
Queens,19804942,135,27,3,17,1.73,2,1,126
Brooklyn,19805494,420,84,2,37,3.22,3,1,0
Queens,19806046,1170,234,4,6,0.58,4,2,282
Manhattan,19806599,925,185,30,2,0.36,2,232,218
Queens,19807151,390,78,5,1,0.09,3,1,0
Brooklyn,19807703,424,85,2,31,2.71,4,2,365
Brooklyn,19808808,520,104,2,37,3.14,4,2,362
Brooklyn,19809360,562,112,2,41,3.5,5,2,365
Brooklyn,19809913,655,131,3,1,0.09,3,1,17
Brooklyn,19810465,987,197,2,49,4.14,4,2,335
Manhattan,19811017,695,139,23,8,0.7,5,2,35
Brooklyn,19811569,387,77,2,9,0.77,4,1,0
Brooklyn,19812122,1186,237,1,6,0.61,3,4,32
Queens,19812674,990,198,3,8,0.69,3,1,16
Brooklyn,19813226,902,180,3,3,0.26,4,1,0
Brooklyn,19813779,116,23,30,3,0.45,4,8,221
Brooklyn,19814883,615,123,6,2,0.18,2,1,0
Queens,19815436,654,131,5,43,3.61,2,2,365
Brooklyn,19815988,78,16,2,9,0.81,5,1,0
Brooklyn,19816540,486,97,4,1,0.16,2,1,5
Brooklyn,19817092,172,34,2,25,2.19,3,3,342
Brooklyn,19817645,843,169,2,15,1.28,2,3,335
Brooklyn,19818197,684,137,1,32,2.74,3,17,83
Brooklyn,19818749,245,49,1,45,3.99,2,17,84
Queens,19819302,1079,216,1,38,3.31,2,2,122
Manhattan,19819854,1122,224,1,68,5.86,3,3,310
Brooklyn,19820406,157,31,2,24,2.11,2,1,145
Bronx,19820959,842,168,3,40,3.79,4,2,280
Brooklyn,19822615,51,10,2,2,0.19,2,4,90
Brooklyn,19823168,630,126,2,3,0.26,3,4,82
Manhattan,19823720,459,92,2,14,1.19,3,4,0
Manhattan,19824272,200,40,1,38,3.26,4,7,225
Manhattan,19824825,440,88,1,29,2.47,5,7,225
Manhattan,19825377,71,14,1,39,3.32,5,7,221
Manhattan,19825929,1018,204,2,38,3.3,2,4,176
Manhattan,19827034,808,162,14,1,0.15,5,28,322
Manhattan,19827586,663,133,1,7,0.67,4,1,1
Brooklyn,19828138,59,12,7,1,0.12,4,1,0
Brooklyn,19829795,189,38,4,3,0.31,2,1,0
Manhattan,19830348,266,53,3,35,2.96,4,1,255
Bronx,19830900,816,163,5,6,0.55,4,5,29
Manhattan,19831452,188,38,3,30,2.59,4,1,159
Brooklyn,19832005,980,196,1,41,3.63,2,2,139
Manhattan,19833109,222,44,2,3,0.28,2,2,67
Manhattan,19834214,606,121,1,9,0.97,5,1,11
Brooklyn,19834766,1186,237,1,44,3.73,2,2,75
Brooklyn,19835318,186,37,30,2,1.33,2,3,24
Brooklyn,19835871,110,22,30,3,0.43,2,3,23
Brooklyn,19836423,399,80,1,6,0.65,3,1,0
Manhattan,19837528,1121,224,1,3,2.09,5,1,27
Manhattan,19838632,763,153,1,14,1.19,5,4,0
Manhattan,19839184,451,90,3,6,0.55,3,3,21
Brooklyn,19839737,1180,236,3,15,1.3,3,1,266
Manhattan,19840289,533,107,1,49,4.16,2,4,1
Brooklyn,19840841,1025,205,3,8,0.69,5,2,0
Brooklyn,19841394,472,94,3,24,2.44,3,1,246
Brooklyn,19841946,613,123,2,40,4.15,2,1,223
Manhattan,19843051,1187,237,30,2,0.19,2,10,365
Manhattan,19843603,545,109,1,9,0.81,5,1,0
Manhattan,19844155,673,135,1,19,1.82,5,2,341
Manhattan,19844707,180,36,4,21,2.26,4,1,125
Brooklyn,19845260,349,70,1,2,0.22,2,4,365
Brooklyn,19846364,146,29,3,13,1.21,2,2,302
Manhattan,19846917,1028,206,7,25,2.28,3,1,95
Manhattan,19847469,338,68,2,6,0.54,3,1,0
Brooklyn,19848021,418,84,1,2,0.18,2,1,0
Brooklyn,19848574,602,120,4,28,2.99,3,1,130
Manhattan,19849678,105,21,2,43,3.72,4,1,72
Brooklyn,19850230,1000,200,2,8,0.69,5,1,0
Manhattan,19850783,377,75,1,5,0.47,3,1,0
Brooklyn,19851335,51,10,1,85,8.64,4,2,0
Brooklyn,19852992,1020,204,2,4,0.34,2,1,11
Queens,19854649,1094,219,5,2,0.21,2,2,363
Brooklyn,19855201,635,127,1,2,0.19,4,1,0
Manhattan,19855753,325,65,7,5,0.43,5,3,3
Brooklyn,19856306,803,161,3,17,1.45,5,1,106
Manhattan,19856858,645,129,1,1,0.09,5,2,0
Brooklyn,19857410,917,183,3,6,0.54,4,1,0
Manhattan,19857963,65,13,1,1,0.09,2,2,0
Manhattan,19858515,488,98,1,33,2.8,2,2,1
Manhattan,19859067,1173,235,30,1,0.09,5,1,90
Manhattan,19859620,472,94,1,3,0.26,5,1,0
Brooklyn,19860724,901,180,2,18,1.8,3,3,356
Manhattan,19861276,298,60,1,12,1.08,2,2,11
Brooklyn,19861829,1044,209,2,29,3.13,5,3,324
Manhattan,19862381,873,175,1,17,1.48,3,1,0
Brooklyn,19862933,194,39,2,20,1.7,5,3,353
Brooklyn,19863486,913,183,2,25,2.26,5,2,21
Brooklyn,19864038,446,89,2,21,1.88,5,1,1
Staten Island,19864590,79,16,1,21,1.77,5,3,261
Manhattan,19865143,744,149,2,11,1.07,3,4,4
Manhattan,19865695,291,58,1,8,0.88,3,4,135
Brooklyn,19866799,599,120,10,3,0.32,3,1,14
Bronx,19867352,1139,228,3,5,0.66,4,3,311
Brooklyn,19868456,521,104,10,1,0.3,3,1,0
Staten Island,19869009,594,119,4,9,0.8,2,2,351
Manhattan,19869561,863,173,2,6,0.55,3,2,68
Manhattan,19870113,407,81,1,29,3.04,4,3,193
Manhattan,19870666,1133,227,2,15,1.33,4,1,0
Manhattan,19871218,1120,224,6,2,0.31,4,1,48
Manhattan,19871770,476,95,3,9,0.78,4,1,0
Manhattan,19872322,790,158,5,8,0.73,4,1,27
Queens,19872875,487,97,1,12,1.11,2,3,86
Brooklyn,19873427,966,193,1,1,0.75,2,1,364
Brooklyn,19873979,922,184,1,4,0.84,4,7,152
Manhattan,19874532,622,124,55,11,1.31,3,1,204
Manhattan,19875084,138,28,7,5,0.46,4,1,0
Manhattan,19875636,412,82,3,4,0.39,3,1,0
Brooklyn,19876189,1006,201,2,31,2.7,2,2,77
Manhattan,19876741,974,195,2,17,1.48,5,1,0
Manhattan,19877293,252,50,4,17,1.53,4,3,252
Manhattan,19877845,344,69,2,21,2.78,3,1,5
Brooklyn,19878398,658,132,1,4,0.4,3,1,0
Manhattan,19878950,1084,217,2,47,4.05,4,1,275
Manhattan,19879502,707,141,13,2,0.17,2,1,0
Brooklyn,19880055,1004,201,5,5,0.46,4,1,198
Manhattan,19880607,451,90,4,32,2.87,5,2,174
Brooklyn,19881159,696,139,2,6,0.53,3,1,79
Manhattan,19881712,947,189,3,12,1.08,2,1,0
Manhattan,19882264,264,53,4,12,1.24,4,1,0
Queens,19882816,409,82,2,8,0.76,5,1,331
Manhattan,19883368,296,59,14,1,0.15,5,1,16
Queens,19884473,341,68,30,5,0.51,2,37,1
Brooklyn,19885025,929,186,1,44,3.84,5,3,113
Brooklyn,19885578,1036,207,2,10,0.93,5,1,0
Brooklyn,19886130,400,80,6,2,0.18,3,1,11
Manhattan,19886682,938,188,2,14,1.39,5,2,5
Queens,19887235,407,81,1,1,0.09,2,1,363
Brooklyn,19887787,463,93,1,43,3.82,2,5,283
Manhattan,19888339,271,54,4,4,0.42,2,1,0
Brooklyn,19888891,77,15,2,2,0.19,4,6,287
Manhattan,19889444,709,142,30,1,0.25,4,1,8
Brooklyn,19889996,1160,232,2,28,3.19,5,4,178
Manhattan,19890548,661,132,2,21,1.83,2,1,2
Brooklyn,19891101,1046,209,5,36,3.62,4,1,145
Brooklyn,19891653,1009,202,1,44,5.34,4,3,27
Manhattan,19892205,1101,220,4,19,1.63,4,1,134
Manhattan,19892758,887,177,2,27,2.87,5,1,29
Manhattan,19893310,271,54,5,22,2.19,3,1,40
Brooklyn,19893862,631,126,2,2,0.19,3,6,287
Brooklyn,19894414,97,19,6,1,0.1,3,1,287
Brooklyn,19894967,280,56,2,16,3.72,2,1,29
Bronx,19895519,570,114,1,9,0.82,5,2,332
Brooklyn,19896071,681,136,5,3,0.27,4,1,0
Queens,19896624,964,193,1,43,3.72,2,1,0
Brooklyn,19897176,552,110,3,5,0.47,2,1,0
Brooklyn,19897728,588,118,3,6,0.51,5,1,194
Manhattan,19898281,1155,231,7,13,1.26,4,1,292
Brooklyn,19898833,1079,216,2,5,0.46,5,1,0
Manhattan,19899385,163,33,1,13,1.34,4,4,167
Brooklyn,19899937,976,195,1,36,3.23,3,1,29
Brooklyn,19900490,837,167,3,8,0.81,4,1,0
Manhattan,19901042,717,143,1,44,4,4,1,31
